"uc_ea","uc","num_ea","bioma","regiao","expedicao","ano","tribo","soma_individuos"
"Flona_do_Jamari_2","Flona_do_Jamari",2,"Amazonia","sudoeste","2022_2","2022","Haeterini*",0
"Flona_do_Jamari_2","Flona_do_Jamari",2,"Amazonia","sudoeste","2022_2","2022","Melanitini*",0
"Flona_do_Jamari_2","Flona_do_Jamari",2,"Amazonia","sudoeste","2022_2","2022","Morphini",5
"Flona_do_Jamari_2","Flona_do_Jamari",2,"Amazonia","sudoeste","2022_2","2022","Preponini",1
"Flona_do_Jamari_2","Flona_do_Jamari",2,"Amazonia","sudoeste","2022_2","2022","Satyrini",10
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_1","2016","Ageroniini",2
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_1","2016","Anaeini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_1","2016","Biblidini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_1","2016","Brassolini",11
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_1","2016","Callicorini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_1","2016","Coeini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_1","2016","Epicaliini",7
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_1","2016","Epiphilini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_1","2016","Haeterini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_1","2016","Melanitini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_1","2016","Morphini",2
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_1","2016","Preponini",12
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_1","2016","Satyrini",19
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_2","2016","Ageroniini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_2","2016","Anaeini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_2","2016","Biblidini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_2","2016","Brassolini",30
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_2","2016","Callicorini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_2","2016","Coeini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_2","2016","Epicaliini",2
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_2","2016","Epiphilini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_2","2016","Haeterini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_2","2016","Melanitini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_2","2016","Morphini",8
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_2","2016","Preponini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2016_2","2016","Satyrini",26
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_1","2017","Ageroniini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_1","2017","Anaeini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_1","2017","Biblidini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_1","2017","Brassolini",4
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_1","2017","Callicorini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_1","2017","Coeini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_1","2017","Epicaliini",2
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_1","2017","Epiphilini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_1","2017","Haeterini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_1","2017","Melanitini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_1","2017","Morphini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_1","2017","Preponini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_1","2017","Satyrini",3
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_2","2017","Ageroniini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_2","2017","Anaeini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_2","2017","Biblidini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_2","2017","Brassolini",8
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_2","2017","Callicorini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_2","2017","Coeini",5
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_2","2017","Epicaliini",5
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_2","2017","Epiphilini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_2","2017","Haeterini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_2","2017","Melanitini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_2","2017","Morphini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_2","2017","Preponini",2
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2017_2","2017","Satyrini",4
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_1","2018","Ageroniini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_1","2018","Anaeini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_1","2018","Biblidini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_1","2018","Brassolini",13
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_1","2018","Callicorini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_1","2018","Coeini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_1","2018","Epicaliini",3
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_1","2018","Epiphilini",5
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_1","2018","Haeterini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_1","2018","Melanitini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_1","2018","Morphini",20
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_1","2018","Preponini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_1","2018","Satyrini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_2","2018","Ageroniini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_2","2018","Anaeini",9
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_2","2018","Biblidini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_2","2018","Brassolini",28
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_2","2018","Callicorini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_2","2018","Coeini",3
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_2","2018","Epicaliini",10
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_2","2018","Epiphilini",4
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_2","2018","Haeterini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_2","2018","Melanitini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_2","2018","Morphini",38
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_2","2018","Preponini",3
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2018_2","2018","Satyrini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_1","2019","Ageroniini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_1","2019","Anaeini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_1","2019","Biblidini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_1","2019","Brassolini",12
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_1","2019","Callicorini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_1","2019","Coeini",2
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_1","2019","Epicaliini",6
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_1","2019","Epiphilini",3
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_1","2019","Haeterini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_1","2019","Melanitini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_1","2019","Morphini",12
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_1","2019","Preponini",2
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_1","2019","Satyrini",7
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_2","2019","Ageroniini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_2","2019","Anaeini",2
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_2","2019","Biblidini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_2","2019","Brassolini",13
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_2","2019","Callicorini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_2","2019","Coeini",6
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_2","2019","Epicaliini",17
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_2","2019","Epiphilini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_2","2019","Haeterini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_2","2019","Melanitini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_2","2019","Morphini",37
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_2","2019","Preponini",8
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2019_2","2019","Satyrini",14
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_1","2020","Ageroniini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_1","2020","Anaeini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_1","2020","Biblidini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_1","2020","Brassolini",23
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_1","2020","Callicorini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_1","2020","Coeini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_1","2020","Epicaliini",4
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_1","2020","Epiphilini",2
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_1","2020","Haeterini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_1","2020","Melanitini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_1","2020","Morphini",19
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_1","2020","Preponini",2
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_1","2020","Satyrini",18
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_2","2020","Ageroniini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_2","2020","Anaeini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_2","2020","Biblidini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_2","2020","Brassolini",19
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_2","2020","Callicorini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_2","2020","Coeini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_2","2020","Epicaliini",3
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_2","2020","Epiphilini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_2","2020","Haeterini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_2","2020","Melanitini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_2","2020","Morphini",6
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_2","2020","Preponini",7
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2020_2","2020","Satyrini",14
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_1","2021","Ageroniini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_1","2021","Anaeini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_1","2021","Biblidini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_1","2021","Brassolini",4
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_1","2021","Callicorini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_1","2021","Coeini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_1","2021","Epicaliini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_1","2021","Epiphilini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_1","2021","Haeterini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_1","2021","Melanitini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_1","2021","Morphini",2
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_1","2021","Preponini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_1","2021","Satyrini",4
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_2","2021","Ageroniini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_2","2021","Anaeini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_2","2021","Biblidini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_2","2021","Brassolini",2
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_2","2021","Callicorini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_2","2021","Coeini",4
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_2","2021","Epicaliini",3
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_2","2021","Epiphilini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_2","2021","Haeterini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_2","2021","Melanitini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_2","2021","Morphini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_2","2021","Preponini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2021_2","2021","Satyrini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_1","2022","Ageroniini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_1","2022","Anaeini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_1","2022","Biblidini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_1","2022","Brassolini",6
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_1","2022","Callicorini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_1","2022","Coeini",4
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_1","2022","Epicaliini",18
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_1","2022","Epiphilini",1
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_1","2022","Haeterini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_1","2022","Melanitini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_1","2022","Morphini",9
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_1","2022","Preponini",8
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_1","2022","Satyrini",5
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_2","2022","Ageroniini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_2","2022","Anaeini",2
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_2","2022","Biblidini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_2","2022","Brassolini",9
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_2","2022","Callicorini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_2","2022","Coeini",4
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_2","2022","Epicaliini",10
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_2","2022","Epiphilini",3
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_2","2022","Haeterini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_2","2022","Melanitini*",0
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_2","2022","Morphini",33
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_2","2022","Preponini",9
"Flona_do_Jamari_3","Flona_do_Jamari",3,"Amazonia","sudoeste","2022_2","2022","Satyrini",8
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_1","2018","Ageroniini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_1","2018","Anaeini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_1","2018","Biblidini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_1","2018","Brassolini",5
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_1","2018","Callicorini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_1","2018","Coeini",2
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_1","2018","Epicaliini",1
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_1","2018","Epiphilini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_1","2018","Haeterini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_1","2018","Melanitini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_1","2018","Morphini",4
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_1","2018","Preponini",5
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_1","2018","Satyrini",2
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_2","2018","Ageroniini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_2","2018","Anaeini",1
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_2","2018","Biblidini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_2","2018","Brassolini",4
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_2","2018","Callicorini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_2","2018","Coeini",2
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_2","2018","Epicaliini",2
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_2","2018","Epiphilini",9
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_2","2018","Haeterini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_2","2018","Melanitini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_2","2018","Morphini",7
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_2","2018","Preponini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2018_2","2018","Satyrini",2
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_1","2019","Ageroniini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_1","2019","Anaeini",1
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_1","2019","Biblidini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_1","2019","Brassolini",18
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_1","2019","Callicorini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_1","2019","Coeini",2
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_1","2019","Epicaliini",3
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_1","2019","Epiphilini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_1","2019","Haeterini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_1","2019","Melanitini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_1","2019","Morphini",1
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_1","2019","Preponini",4
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_1","2019","Satyrini",3
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_2","2019","Ageroniini",2
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_2","2019","Anaeini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_2","2019","Biblidini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_2","2019","Brassolini",5
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_2","2019","Callicorini",1
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_2","2019","Coeini",1
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_2","2019","Epicaliini",4
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_2","2019","Epiphilini",1
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_2","2019","Haeterini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_2","2019","Melanitini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_2","2019","Morphini",2
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_2","2019","Preponini",2
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2019_2","2019","Satyrini",2
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2022_1","2022","Ageroniini",2
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2022_1","2022","Anaeini",8
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2022_1","2022","Biblidini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2022_1","2022","Brassolini",27
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2022_1","2022","Callicorini*",0
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2022_1","2022","Coeini",5
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2022_1","2022","Epicaliini",19
"Flona_do_Jamari_4","Flona_do_Jamari",4,"Amazonia","sudoeste","2022_1","2022","Epiphilini",17
