uc_ea;uc;num_ea;bioma;regiao;expedicao;ano;tribo;soma_individuos;max_dia_amostragem;esforco_amostral;esforco_total_anual
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_1;2019;Epicaliini;2;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_1;2019;Epiphilini;0;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_1;2019;Haeterini;0;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_1;2019;Melanitini;0;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_1;2019;Morphini;3;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_1;2019;Preponini;4;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_1;2019;Satyrini;31;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_2;2019;Ageroniini;2;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_2;2019;Anaeini;10;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_2;2019;Biblidini;0;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_2;2019;Brassolini;8;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_2;2019;Callicorini;0;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_2;2019;Coeini;0;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_2;2019;Epicaliini;0;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_2;2019;Epiphilini;1;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_2;2019;Haeterini;0;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_2;2019;Melanitini;0;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_2;2019;Morphini;1;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_2;2019;Preponini;2;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2019_2;2019;Satyrini;15;6;96;576
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_1;2022;Ageroniini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_1;2022;Anaeini;5;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_1;2022;Biblidini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_1;2022;Brassolini;15;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_1;2022;Callicorini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_1;2022;Coeini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_1;2022;Epicaliini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_1;2022;Epiphilini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_1;2022;Haeterini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_1;2022;Melanitini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_1;2022;Morphini;9;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_1;2022;Preponini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_1;2022;Satyrini;21;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_2;2022;Ageroniini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_2;2022;Anaeini;4;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_2;2022;Biblidini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_2;2022;Brassolini;17;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_2;2022;Callicorini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_2;2022;Coeini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_2;2022;Epicaliini;1;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_2;2022;Epiphilini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_2;2022;Haeterini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_2;2022;Melanitini;0;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_2;2022;Morphini;6;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_2;2022;Preponini;4;6;96;384
Esec_de_Maraca_1;Esec_de_Maraca;1;Amazonia;norte;2022_2;2022;Satyrini;26;6;96;384
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_1;2018;Ageroniini;0;6;96;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_1;2018;Anaeini;0;6;96;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_1;2018;Biblidini;0;6;96;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_1;2018;Brassolini;2;6;96;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_1;2018;Callicorini;0;6;96;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_1;2018;Coeini;0;6;96;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_1;2018;Epicaliini;0;6;96;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_1;2018;Epiphilini;1;6;96;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_1;2018;Haeterini;0;6;96;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_1;2018;Melanitini;0;6;96;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_1;2018;Morphini;13;6;96;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_1;2018;Preponini;2;6;96;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_1;2018;Satyrini;90;6;96;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_2;2018;Ageroniini;8;7;112;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_2;2018;Anaeini;3;7;112;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_2;2018;Biblidini;0;7;112;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_2;2018;Brassolini;3;7;112;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_2;2018;Callicorini;0;7;112;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_2;2018;Coeini;2;7;112;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_2;2018;Epicaliini;2;7;112;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_2;2018;Epiphilini;2;7;112;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_2;2018;Haeterini;0;7;112;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_2;2018;Melanitini;0;7;112;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_2;2018;Morphini;13;7;112;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_2;2018;Preponini;2;7;112;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2018_2;2018;Satyrini;164;7;112;400
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2019_1;2019;Ageroniini;1;6;96;576
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2019_1;2019;Anaeini;7;6;96;576
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2019_1;2019;Biblidini;0;6;96;576
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2019_1;2019;Brassolini;2;6;96;576
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2019_1;2019;Callicorini;0;6;96;576
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2019_1;2019;Coeini;4;6;96;576
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2019_1;2019;Epicaliini;3;6;96;576
Esec_de_Maraca_2;Esec_de_Maraca;2;Amazonia;norte;2019_1;2019;Epiphilini;23;6;96;576
